experiment_id,model_variant,data_source,train_domain,eval_domain,sample_rate_hz,target_sample_rate_hz,downsample,window_size_samples,window_duration_seconds,overlap,unit_mode,normalization_mode,inference_norm_applied,split_protocol,transfer_mode,seed,fp32_accuracy,fp32_macro_f1,ptq_accuracy,ptq_macro_f1,qat_accuracy,qat_macro_f1,model_size_kb,latency_mean_ms,latency_median_ms,latency_p95_ms,fp32_accuracy_wisdm_test,fp32_macro_f1_wisdm_test,fp32_accuracy_arduino_test,fp32_macro_f1_arduino_test,ptq_accuracy_wisdm_test,ptq_macro_f1_wisdm_test,ptq_accuracy_arduino_test,ptq_macro_f1_arduino_test,qat_accuracy_wisdm_test,qat_macro_f1_wisdm_test,qat_accuracy_arduino_test,qat_macro_f1_arduino_test,deploy_gate_status,notes
E05_legacy_arduino_to_mps2,daghero_cnn_2layer_conv2d,wisdm_arduino,wisdm,arduino,20.0,20.0,False,100,5.0,0.5,arduino_to_mps2_legacy,train_zscore,True,random_stratified,zero_shot,42,0.5164348925410872,0.45997926427674857,0.506953223767383,0.4495771257463588,0.549936788874842,0.5135532264891322,26.1328125,0.07989755078297023,0.07571649996407359,0.0948820000132855,,,,,,,,,,,,,ptq=ok;qat=ok,run_id=E05_daghero_cnn_2layer_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; zero_shot source=wisdm eval=arduino; target arrays normalized with source train stats; Legacy negative-control Arduino conversion to m/s^2.
