results_bundle,experiment_id,model_variant,data_source,train_domain,eval_domain,transfer_mode,unit_mode,normalization_mode,inference_norm_applied,window_size_samples,window_duration_seconds,split_protocol,seed,notes,arduino_fp32_accuracy,arduino_fp32_macro_f1,arduino_ptq_accuracy,arduino_ptq_macro_f1,arduino_qat_accuracy,arduino_qat_macro_f1,arduino_model_size_kb,arduino_latency_mean_ms,arduino_latency_p95_ms,arduino_deploy_gate_status,wisdm_fp32_accuracy,wisdm_fp32_macro_f1,wisdm_ptq_accuracy,wisdm_ptq_macro_f1,wisdm_qat_accuracy,wisdm_qat_macro_f1,wisdm_model_size_kb,wisdm_latency_mean_ms,wisdm_latency_p95_ms,wisdm_deploy_gate_status
full_e08,E08_T50_window,deepconv_lstm_conv2d,wisdm_arduino,wisdm,arduino,zero_shot,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,run_id=E08_deepconv_lstm_r0; fp32_tflite=ok; ptq=ok; qat=ok; zero_shot source=wisdm eval=arduino; target arrays normalized with source train stats; 20 Hz T50 window-size ablation.,0.1668769716088328,0.0476705415878165,0.1668769716088328,0.0476705415878165,0.1668769716088328,0.0476705415878165,107.625,2.0515411679671303,2.10186425010761,ptq=ok;qat=ok,0.9884401521802753,0.9831177999390308,0.9800995024875622,0.9713485385927912,0.8238220661398888,0.7751120983264624,136.921875,4.26394736328195,4.33369924999738,ptq=ok;qat=ok
arch_seq/repmobile_folded_conv2d/e08,E08_T50_window,repmobile_folded_conv2d,wisdm_arduino,wisdm,arduino,zero_shot,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,run_id=E08_repmobile_folded_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; zero_shot source=wisdm eval=arduino; target arrays normalized with source train stats; 20 Hz T50 window-size ablation.,0.1668769716088328,0.0476705415878165,0.1668769716088328,0.0476705415878165,0.1668769716088328,0.0476705415878165,42.125,0.1773850429742651,0.21335625001484,ptq=ok;qat=ok,0.9416154521510096,0.915202284250101,0.9417617793386012,0.9147946364819458,0.9536142815335088,0.9340028169212138,42.125,0.3319035468756226,0.354818249974187,ptq=ok;qat=ok
arch_seq/tcn_attention_har_teacher_conv2d/e08,E08_T50_window,tcn_attention_har_teacher_conv2d,wisdm_arduino,wisdm,arduino,zero_shot,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,run_id=E08_tcn_attention_har_teacher_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; zero_shot source=wisdm eval=arduino; target arrays normalized with source train stats; 20 Hz T50 window-size ablation.,0.1665615141955836,0.0475932936722552,0.1665615141955836,0.0475932936722552,0.1665615141955836,0.0475932936722552,578.3515625,4.422338675759363,4.494081999837363,ptq=ok;qat=ok,0.9942932396839332,0.9915117203094934,0.9938542581211588,0.9908532082374902,0.9950248756218906,0.9925260256072522,578.3984375,8.300172757812696,8.572420999996666,ptq=ok;qat=ok
arch_seq/tcn_inception_conv2d/e08,E08_T50_window,tcn_inception_conv2d,wisdm_arduino,wisdm,arduino,zero_shot,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,run_id=E08_tcn_inception_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; zero_shot source=wisdm eval=arduino; target arrays normalized with source train stats; 20 Hz T50 window-size ablation.,0.1665615141955836,0.0475932936722552,0.1665615141955836,0.0475932936722552,0.1195583596214511,0.0538266831319875,369.921875,1.3112950859301975,1.3320900000621805,ptq=ok;qat=ok,0.9964881474978052,0.994835165005712,0.9964881474978052,0.9949451241524502,0.9976587649985368,0.996360392528042,369.921875,2.3995259609363995,2.424983499992095,ptq=ok;qat=ok
arch_seq/xtinyhar_student_conv2d/e08,E08_T50_window,xtinyhar_student_conv2d,wisdm_arduino,wisdm,arduino,zero_shot,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,run_id=E08_xtinyhar_student_conv2d_r0; fp32_tflite=ok; ptq=failed; qat=failed; zero_shot source=wisdm eval=arduino; target arrays normalized with source train stats; 20 Hz T50 window-size ablation.,0.1665615141955836,0.0475932936722552,0.1665615141955836,0.0475932936722552,0.1665615141955836,0.0475932936722552,311.4609375,0.3260417226540468,0.3444602499484972,ptq=failed;qat=failed,0.9569798068481123,0.9442987986633136,0.9562481709101552,0.9435157979013424,0.9615159496634474,0.9493589080627994,315.2109375,0.3265276328108246,0.3415525000178832,ptq=failed;qat=failed
arch_seq/xtinyhar_student_conv2d_relu/e08,E08_T50_window,xtinyhar_student_conv2d_relu,wisdm_arduino,wisdm,arduino,zero_shot,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,run_id=E08_xtinyhar_student_conv2d_relu_r0; fp32_tflite=ok; ptq=ok; qat=ok; zero_shot source=wisdm eval=arduino; target arrays normalized with source train stats; 20 Hz T50 window-size ablation.,0.1665615141955836,0.0475932936722552,0.1665615141955836,0.0475932936722552,0.1665615141955836,0.0475932936722552,308.6171875,0.3249524726625097,0.3418895001345845,ptq=ok;qat=ok,0.9364940005853089,0.9139169403752114,0.936201346210126,0.9133031459235842,0.9511267193444544,0.9345297945275496,312.3671875,0.33727480468837,0.3476402500126596,ptq=ok;qat=ok
arch_seq/daghero_cnn_2layer_conv2d/e09,E09_wisdm_pretrain_arduino_finetune,daghero_cnn_2layer_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,"run_id=E09_daghero_cnn_2layer_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Pretrain on WISDM, fine-tune on Arduino train split, evaluate untouched Arduino test split.",0.995575221238938,0.995581790823015,0.995575221238938,0.9955782735455708,0.995575221238938,0.9955794984786192,26.1328125,0.0768988828148131,0.0908857500121484,ptq=ok;qat=ok,0.9920983318700616,0.9893811078113246,0.9920983318700616,0.98923976965688,0.99297629499561,0.9901445558676766,26.1328125,0.0775020859387076,0.0908275000028879,ptq=ok;qat=ok
full_e09,E09_wisdm_pretrain_arduino_finetune,deepconv_lstm_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,"run_id=E09_deepconv_lstm_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Pretrain on WISDM, fine-tune on Arduino train split, evaluate untouched Arduino test split.",0.9936788874841972,0.9936816489332262,0.984197218710493,0.9842336573528662,0.8065739570164349,0.8026412012023497,136.921875,4.245226937498181,4.288568499987377,ptq=ok;qat=ok,0.9884401521802753,0.9831177999390308,0.9800995024875622,0.9713485385927912,0.8238220661398888,0.7751120983264624,136.921875,4.26394736328195,4.33369924999738,ptq=ok;qat=ok
arch_seq/repmobile_folded_conv2d/e09,E09_wisdm_pretrain_arduino_finetune,repmobile_folded_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,"run_id=E09_repmobile_folded_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Pretrain on WISDM, fine-tune on Arduino train split, evaluate untouched Arduino test split.",0.9791403286978508,0.9791571324321376,0.9797724399494312,0.9798145758785356,0.9702907711757268,0.9703272042495866,42.125,0.3309209257871259,0.3452009999023175,ptq=ok;qat=ok,0.9416154521510096,0.915202284250101,0.9417617793386012,0.9147946364819458,0.9536142815335088,0.9340028169212138,42.125,0.3319035468756226,0.354818249974187,ptq=ok;qat=ok
arch_seq/tcn_attention_har_teacher_conv2d/e09,E09_wisdm_pretrain_arduino_finetune,tcn_attention_har_teacher_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,"run_id=E09_tcn_attention_har_teacher_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Pretrain on WISDM, fine-tune on Arduino train split, evaluate untouched Arduino test split.",0.9949431099873578,0.9949373834776644,0.9949431099873578,0.9949373834776644,0.995575221238938,0.9955736090807004,578.3984375,8.288393355462276,8.631353500277328,ptq=ok;qat=ok,0.9942932396839332,0.9915117203094934,0.9938542581211588,0.9908532082374902,0.9950248756218906,0.9925260256072522,578.3984375,8.300172757812696,8.572420999996666,ptq=ok;qat=ok
arch_seq/tcn_inception_conv2d/e09,E09_wisdm_pretrain_arduino_finetune,tcn_inception_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,"run_id=E09_tcn_inception_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Pretrain on WISDM, fine-tune on Arduino train split, evaluate untouched Arduino test split.",0.9936788874841972,0.9936858298892256,0.9936788874841972,0.9936850166754366,0.9949431099873578,0.994946644757302,369.921875,2.3798773750183244,2.4125660000891003,ptq=ok;qat=ok,0.9964881474978052,0.994835165005712,0.9964881474978052,0.9949451241524502,0.9976587649985368,0.996360392528042,369.921875,2.3995259609363995,2.424983499992095,ptq=ok;qat=ok
arch_seq/xtinyhar_student_conv2d/e09,E09_wisdm_pretrain_arduino_finetune,xtinyhar_student_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,"run_id=E09_xtinyhar_student_conv2d_r0; fp32_tflite=ok; ptq=failed; qat=failed; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Pretrain on WISDM, fine-tune on Arduino train split, evaluate untouched Arduino test split.",0.9791403286978508,0.979125955415306,0.9778761061946902,0.9778607692804976,0.9823008849557522,0.982244024878446,315.2109375,0.336805332026735,0.3579245001219533,ptq=failed;qat=failed,0.9569798068481123,0.9442987986633136,0.9562481709101552,0.9435157979013424,0.9615159496634474,0.9493589080627994,315.2109375,0.3265276328108246,0.3415525000178832,ptq=failed;qat=failed
arch_seq/xtinyhar_student_conv2d_relu/e09,E09_wisdm_pretrain_arduino_finetune,xtinyhar_student_conv2d_relu,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,"run_id=E09_xtinyhar_student_conv2d_relu_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Pretrain on WISDM, fine-tune on Arduino train split, evaluate untouched Arduino test split.",0.972819216182048,0.9727692170310228,0.9734513274336284,0.9734090437732882,0.9747155499367888,0.9746766034464366,312.3671875,0.3288045585971844,0.3485995001142328,ptq=ok;qat=ok,0.9364940005853089,0.9139169403752114,0.936201346210126,0.9133031459235842,0.9511267193444544,0.9345297945275496,312.3671875,0.33727480468837,0.3476402500126596,ptq=ok;qat=ok
arch_seq/daghero_cnn_2layer_conv2d/e10,E10_arduino_from_scratch,daghero_cnn_2layer_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,run_id=E10_daghero_cnn_2layer_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Train from scratch on Arduino train split and evaluate untouched Arduino test split.,0.9924146649810368,0.9924073961276352,0.9924146649810368,0.9924073961276352,0.9962073324905184,0.996207240391092,26.1328125,0.0765885468769766,0.0910957498945208,ptq=ok;qat=ok,0.9920983318700616,0.9893811078113246,0.9920983318700616,0.98923976965688,0.99297629499561,0.9901445558676766,26.1328125,0.0775020859387076,0.0908275000028879,ptq=ok;qat=ok
full_e10,E10_arduino_from_scratch,deepconv_lstm_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,run_id=E10_deepconv_lstm_r0; fp32_tflite=ok; ptq=ok; qat=ok; Train from scratch on Arduino train split and evaluate untouched Arduino test split.,0.986725663716814,0.9867292080185682,0.9424778761061948,0.9438209755706034,0.3381795195954488,0.3123539216881537,136.921875,4.251018742188251,4.288297499897453,ptq=ok;qat=ok,0.9884401521802753,0.9831177999390308,0.9800995024875622,0.9713485385927912,0.8238220661398888,0.7751120983264624,136.921875,4.26394736328195,4.33369924999738,ptq=ok;qat=ok
arch_seq/repmobile_folded_conv2d/e10,E10_arduino_from_scratch,repmobile_folded_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,run_id=E10_repmobile_folded_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Train from scratch on Arduino train split and evaluate untouched Arduino test split.,0.9627054361567636,0.9624606996642624,0.9627054361567636,0.9624866459289296,0.9582806573957016,0.9581854172188106,42.125,0.3398099296747503,0.4198192499984543,ptq=ok;qat=ok,0.9416154521510096,0.915202284250101,0.9417617793386012,0.9147946364819458,0.9536142815335088,0.9340028169212138,42.125,0.3319035468756226,0.354818249974187,ptq=ok;qat=ok
arch_seq/tcn_attention_har_teacher_conv2d/e10,E10_arduino_from_scratch,tcn_attention_har_teacher_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,run_id=E10_tcn_attention_har_teacher_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Train from scratch on Arduino train split and evaluate untouched Arduino test split.,0.993046776232617,0.9930530983042588,0.9924146649810368,0.9924217149714668,0.9936788874841972,0.9936819405964956,578.3984375,8.087506332046246,8.357202499837513,ptq=ok;qat=ok,0.9942932396839332,0.9915117203094934,0.9938542581211588,0.9908532082374902,0.9950248756218906,0.9925260256072522,578.3984375,8.300172757812696,8.572420999996666,ptq=ok;qat=ok
arch_seq/tcn_inception_conv2d/e10,E10_arduino_from_scratch,tcn_inception_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,run_id=E10_tcn_inception_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Train from scratch on Arduino train split and evaluate untouched Arduino test split.,0.9924146649810368,0.992400753149118,0.9924146649810368,0.9923973170954762,0.995575221238938,0.9955793044335628,369.921875,2.4167194531621305,2.4407587500263617,ptq=ok;qat=ok,0.9964881474978052,0.994835165005712,0.9964881474978052,0.9949451241524502,0.9976587649985368,0.996360392528042,369.921875,2.3995259609363995,2.424983499992095,ptq=ok;qat=ok
arch_seq/xtinyhar_student_conv2d/e10,E10_arduino_from_scratch,xtinyhar_student_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,run_id=E10_xtinyhar_student_conv2d_r0; fp32_tflite=ok; ptq=failed; qat=failed; Train from scratch on Arduino train split and evaluate untouched Arduino test split.,0.9785082174462706,0.9784482389883088,0.9778761061946902,0.9778175363348556,0.9791403286978508,0.9790974450851216,315.2109375,0.3267402968818444,0.3425109999852793,ptq=failed;qat=failed,0.9569798068481123,0.9442987986633136,0.9562481709101552,0.9435157979013424,0.9615159496634474,0.9493589080627994,315.2109375,0.3265276328108246,0.3415525000178832,ptq=failed;qat=failed
arch_seq/xtinyhar_student_conv2d_relu/e10,E10_arduino_from_scratch,xtinyhar_student_conv2d_relu,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,100,5.0,random_stratified,42,run_id=E10_xtinyhar_student_conv2d_relu_r0; fp32_tflite=ok; ptq=ok; qat=ok; Train from scratch on Arduino train split and evaluate untouched Arduino test split.,0.9734513274336284,0.9734033742326726,0.9734513274336284,0.9734033742326726,0.9804045512010112,0.9803533487164614,312.3671875,0.331514964840629,0.3626244999850314,ptq=ok;qat=ok,0.9364940005853089,0.9139169403752114,0.936201346210126,0.9133031459235842,0.9511267193444544,0.9345297945275496,312.3671875,0.33727480468837,0.3476402500126596,ptq=ok;qat=ok
arch_seq/daghero_cnn_2layer_conv2d/e11,E11_wisdm_pretrain_arduino_finetune_T50,daghero_cnn_2layer_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E11_daghero_cnn_2layer_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Same protocol as E09 (WISDM pretrain then Arduino fine-tune, train_zscore, eval Arduino test) but T=50 (2.5 s @ 20 Hz). Compare to E09 (T=100) for window-length apples-to-apples.",0.9873817034700316,0.9873899346924104,0.986435331230284,0.9864424161685929,0.9861198738170348,0.9861363971967928,26.1328125,0.0452137460973389,0.0506335000238777,ptq=ok;qat=ok,0.9920983318700616,0.9893811078113246,0.9920983318700616,0.98923976965688,0.99297629499561,0.9901445558676766,26.1328125,0.0775020859387076,0.0908275000028879,ptq=ok;qat=ok
arch_seq/deepconv_lstm_conv2d/e11,E11_wisdm_pretrain_arduino_finetune_T50,deepconv_lstm_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E11_deepconv_lstm_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Same protocol as E09 (WISDM pretrain then Arduino fine-tune, train_zscore, eval Arduino test) but T=50 (2.5 s @ 20 Hz). Compare to E09 (T=100) for window-length apples-to-apples.",0.9810725552050472,0.981087011245744,0.9652996845425869,0.965482098851732,0.9634069400630916,0.9635162016406702,107.625,2.047508644531959,2.0760889999706933,ptq=ok;qat=ok,0.9884401521802753,0.9831177999390308,0.9800995024875622,0.9713485385927912,0.8238220661398888,0.7751120983264624,136.921875,4.26394736328195,4.33369924999738,ptq=ok;qat=ok
arch_seq/repmobile_folded_conv2d/e11,E11_wisdm_pretrain_arduino_finetune_T50,repmobile_folded_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E11_repmobile_folded_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Same protocol as E09 (WISDM pretrain then Arduino fine-tune, train_zscore, eval Arduino test) but T=50 (2.5 s @ 20 Hz). Compare to E09 (T=100) for window-length apples-to-apples.",0.9675078864353313,0.967438784185834,0.9690851735015772,0.96905077699039,0.9697160883280758,0.969657089652415,42.125,0.1762314843749557,0.2000890000317667,ptq=ok;qat=ok,0.9416154521510096,0.915202284250101,0.9417617793386012,0.9147946364819458,0.9536142815335088,0.9340028169212138,42.125,0.3319035468756226,0.354818249974187,ptq=ok;qat=ok
arch_seq/tcn_attention_har_teacher_conv2d/e11,E11_wisdm_pretrain_arduino_finetune_T50,tcn_attention_har_teacher_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E11_tcn_attention_har_teacher_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Same protocol as E09 (WISDM pretrain then Arduino fine-tune, train_zscore, eval Arduino test) but T=50 (2.5 s @ 20 Hz). Compare to E09 (T=100) for window-length apples-to-apples.",0.982334384858044,0.9823370626759284,0.9817034700315458,0.9817062661399863,0.9839116719242902,0.9839112192300762,578.3515625,4.328453714844471,4.529976750035303,ptq=ok;qat=ok,0.9942932396839332,0.9915117203094934,0.9938542581211588,0.9908532082374902,0.9950248756218906,0.9925260256072522,578.3984375,8.300172757812696,8.572420999996666,ptq=ok;qat=ok
arch_seq/tcn_inception_conv2d/e11,E11_wisdm_pretrain_arduino_finetune_T50,tcn_inception_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E11_tcn_inception_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Same protocol as E09 (WISDM pretrain then Arduino fine-tune, train_zscore, eval Arduino test) but T=50 (2.5 s @ 20 Hz). Compare to E09 (T=100) for window-length apples-to-apples.",0.980757097791798,0.9807448213375928,0.9810725552050472,0.981059855527016,0.9851735015772872,0.985142018324701,369.921875,1.2904938710924796,1.3088702499999272,ptq=ok;qat=ok,0.9964881474978052,0.994835165005712,0.9964881474978052,0.9949451241524502,0.9976587649985368,0.996360392528042,369.921875,2.3995259609363995,2.424983499992095,ptq=ok;qat=ok
arch_seq/xtinyhar_student_conv2d/e11,E11_wisdm_pretrain_arduino_finetune_T50,xtinyhar_student_conv2d,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E11_xtinyhar_student_conv2d_r0; fp32_tflite=ok; ptq=failed; qat=failed; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Same protocol as E09 (WISDM pretrain then Arduino fine-tune, train_zscore, eval Arduino test) but T=50 (2.5 s @ 20 Hz). Compare to E09 (T=100) for window-length apples-to-apples.",0.9615141955835962,0.9614971460097644,0.961198738170347,0.9611802447728238,0.9681388012618296,0.9679503083432494,311.4609375,0.3344453906315436,0.3657347498915442,ptq=failed;qat=failed,0.9569798068481123,0.9442987986633136,0.9562481709101552,0.9435157979013424,0.9615159496634474,0.9493589080627994,315.2109375,0.3265276328108246,0.3415525000178832,ptq=failed;qat=failed
arch_seq/xtinyhar_student_conv2d_relu/e11,E11_wisdm_pretrain_arduino_finetune_T50,xtinyhar_student_conv2d_relu,wisdm_arduino,arduino,arduino,finetune,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E11_xtinyhar_student_conv2d_relu_r0; fp32_tflite=ok; ptq=ok; qat=ok; finetune pretrain=wisdm target=arduino; final normalization fitted on target train split only; Same protocol as E09 (WISDM pretrain then Arduino fine-tune, train_zscore, eval Arduino test) but T=50 (2.5 s @ 20 Hz). Compare to E09 (T=100) for window-length apples-to-apples.",0.9555205047318612,0.955608101060882,0.9539432176656152,0.9539981572749212,0.9564668769716088,0.9562735771295884,308.6171875,0.3239012109386152,0.3363897499184531,ptq=ok;qat=ok,0.9364940005853089,0.9139169403752114,0.936201346210126,0.9133031459235842,0.9511267193444544,0.9345297945275496,312.3671875,0.33727480468837,0.3476402500126596,ptq=ok;qat=ok
arch_seq/daghero_cnn_2layer_conv2d/e12,E12_arduino_from_scratch_T50,daghero_cnn_2layer_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E12_daghero_cnn_2layer_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Same protocol as E10 (train from scratch on Arduino train, eval Arduino test, train_zscore) but T=50 (2.5 s @ 20 Hz). Compare to E10 (T=100) for window-length apples-to-apples.",0.9886435331230284,0.988637669143151,0.9889589905362776,0.9889540405258308,0.98801261829653,0.9879831314293082,26.1328125,0.0463531718732923,0.0592210000007753,ptq=ok;qat=ok,0.9920983318700616,0.9893811078113246,0.9920983318700616,0.98923976965688,0.99297629499561,0.9901445558676766,26.1328125,0.0775020859387076,0.0908275000028879,ptq=ok;qat=ok
arch_seq/deepconv_lstm_conv2d/e12,E12_arduino_from_scratch_T50,deepconv_lstm_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E12_deepconv_lstm_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Same protocol as E10 (train from scratch on Arduino train, eval Arduino test, train_zscore) but T=50 (2.5 s @ 20 Hz). Compare to E10 (T=100) for window-length apples-to-apples.",0.9813880126182966,0.9814210220702986,0.8826498422712934,0.8881848269663496,0.8482649842271294,0.8545197896442377,107.625,2.0418200742204906,2.070755000033841,ptq=ok;qat=ok,0.9884401521802753,0.9831177999390308,0.9800995024875622,0.9713485385927912,0.8238220661398888,0.7751120983264624,136.921875,4.26394736328195,4.33369924999738,ptq=ok;qat=ok
arch_seq/repmobile_folded_conv2d/e12,E12_arduino_from_scratch_T50,repmobile_folded_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E12_repmobile_folded_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Same protocol as E10 (train from scratch on Arduino train, eval Arduino test, train_zscore) but T=50 (2.5 s @ 20 Hz). Compare to E10 (T=100) for window-length apples-to-apples.",0.950788643533123,0.950782114325163,0.9488958990536278,0.948871126945404,0.9580441640378548,0.9580247791057516,42.125,0.1773768007820031,0.1924104999915243,ptq=ok;qat=ok,0.9416154521510096,0.915202284250101,0.9417617793386012,0.9147946364819458,0.9536142815335088,0.9340028169212138,42.125,0.3319035468756226,0.354818249974187,ptq=ok;qat=ok
arch_seq/tcn_attention_har_teacher_conv2d/e12,E12_arduino_from_scratch_T50,tcn_attention_har_teacher_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E12_tcn_attention_har_teacher_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Same protocol as E10 (train from scratch on Arduino train, eval Arduino test, train_zscore) but T=50 (2.5 s @ 20 Hz). Compare to E10 (T=100) for window-length apples-to-apples.",0.9785488958990536,0.9785476774451076,0.9779179810725552,0.9779184388875732,0.9842271293375394,0.984188563665629,578.3515625,4.281988273442394,4.424997250026763,ptq=ok;qat=ok,0.9942932396839332,0.9915117203094934,0.9938542581211588,0.9908532082374902,0.9950248756218906,0.9925260256072522,578.3984375,8.300172757812696,8.572420999996666,ptq=ok;qat=ok
arch_seq/tcn_inception_conv2d/e12,E12_arduino_from_scratch_T50,tcn_inception_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E12_tcn_inception_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; Same protocol as E10 (train from scratch on Arduino train, eval Arduino test, train_zscore) but T=50 (2.5 s @ 20 Hz). Compare to E10 (T=100) for window-length apples-to-apples.",0.9867507886435332,0.9867634493004028,0.9867507886435332,0.9867649890120638,0.9876971608832807,0.987713005412703,369.921875,1.30426535156003,1.3209922500152516,ptq=ok;qat=ok,0.9964881474978052,0.994835165005712,0.9964881474978052,0.9949451241524502,0.9976587649985368,0.996360392528042,369.921875,2.3995259609363995,2.424983499992095,ptq=ok;qat=ok
arch_seq/xtinyhar_student_conv2d/e12,E12_arduino_from_scratch_T50,xtinyhar_student_conv2d,arduino,arduino,arduino,arduino_from_scratch,raw_no_conversion,train_zscore,True,50,2.5,random_stratified,42,"run_id=E12_xtinyhar_student_conv2d_r0; fp32_tflite=ok; ptq=failed; qat=failed; Same protocol as E10 (train from scratch on Arduino train, eval Arduino test, train_zscore) but T=50 (2.5 s @ 20 Hz). Compare to E10 (T=100) for window-length apples-to-apples.",0.9586750788643532,0.9585742791206856,0.9589905362776026,0.9588593356318142,0.9627760252365932,0.962653243725264,311.4609375,0.3249311757760331,0.339522500013345,ptq=failed;qat=failed,0.9569798068481123,0.9442987986633136,0.9562481709101552,0.9435157979013424,0.9615159496634474,0.9493589080627994,315.2109375,0.3265276328108246,0.3415525000178832,ptq=failed;qat=failed
