paper_slug,protocol,variant,run_id,window_size,seed,compression_focus,run_mode,train_device,eval_fp32_device,ptq_device,eval_ptq_device,qat_device,eval_qat_device,fp32_training_time_sec,fp32_model_size_kb,fp32_tflite_model,fp32_tflite_status,fp32_tflite_error,qat_training_time_sec,accuracy,macro_f1,ptq_status,qat_status,ptq_allowed_ops_profile,qat_allowed_ops_profile,ptq_accuracy,ptq_macro_f1,qat_accuracy,qat_macro_f1,ptq_model_size_kb,qat_model_size_kb,model_size_kb,ptq_inference_latency_ms_median,ptq_inference_latency_ms_p95,qat_inference_latency_ms_median,qat_inference_latency_ms_p95,fp32_history_json,qat_history_json,fp32_curve_png,qat_curve_png,fp32_confusion_plot,ptq_confusion_plot,qat_confusion_plot,deploy_gate,paper_target_score,delta_vs_paper,notes_assumptions,fp32_metrics_json,ptq_metrics_json,qat_metrics_json,ptq_report_json,qat_report_json,run_artifact_json
xtinyhar,random_stratified,xtinyhar_student_conv2d,wisdm_r0,200,42,ptq_qat_only,sanity_check,gpu,gpu,gpu,gpu,gpu,gpu,52.20173649299977,320.5390625,/home/dellio/github/har-mcu/models_tflite/xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0_fp32.tflite,ok,,26.643862249999984,0.9188942891859052,0.8748371963957752,failed,failed,micro_mutable_main,micro_mutable_main,0.9185905224787363,0.8741101749999727,0.9365127582017011,0.908275252200763,119.1484375,119.5859375,119.1484375,0.17823799953475827,0.27427274972069426,0.17706849985188455,0.2098507497976243,/home/dellio/github/har-mcu/checkpoints/history_xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/checkpoints/history_xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0_qat.json,/home/dellio/github/har-mcu/reports/xtinyhar/curve_fp32_xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0.png,/home/dellio/github/har-mcu/reports/xtinyhar/curve_qat_xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0.png,/home/dellio/github/har-mcu/reports/xtinyhar/confusion_xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0.png,/home/dellio/github/har-mcu/reports/xtinyhar/confusion_ptq_xtinyhar_student_conv2d_wisdm_r0_T200_Prandom_stratified.png,/home/dellio/github/har-mcu/reports/xtinyhar/confusion_qat_xtinyhar_student_conv2d_wisdm_r0_T200_Prandom_stratified.png,"{'ptq': {'status': 'failed', 'full_integer_io': True, 'tflm_compatible': False, 'compatibility_scope': 'micro_mutable_main', 'unsupported_ops_micro_mutable': ['GELU', 'REDUCE_PROD'], 'unsupported_ops': ['GELU', 'REDUCE_PROD'], 'unsupported_ops_profile': ['GELU', 'REDUCE_PROD'], 'allowed_ops_profile': 'micro_mutable_main', 'allowed_ops_used': ['ADD', 'ARG_MAX', 'ARG_MIN', 'AVERAGE_POOL_2D', 'BATCH_MATMUL', 'BATCH_TO_SPACE_ND', 'CAST', 'CEIL', 'CIRCULAR_BUFFER', 'CONCATENATION', 'CONV_2D', 'COS', 'CUMSUM', 'DEPTHWISE_CONV_2D', 'DEPTH_TO_SPACE', 'DEQUANTIZE', 'DIV', 'ELU', 'EQUAL', 'ETHOSU', 'EXP', 'EXPAND_DIMS', 'FILL', 'FLOOR', 'FLOOR_DIV', 'FLOOR_MOD', 'FULLY_CONNECTED', 'GATHER', 'GATHER_ND', 'GREATER', 'GREATER_EQUAL', 'HARD_SWISH', 'IF', 'L2_NORMALIZATION', 'L2_POOL_2D', 'LEAKY_RELU', 'LESS', 'LESS_EQUAL', 'LOG', 'LOGICAL_AND', 'LOGICAL_NOT', 'LOGICAL_OR', 'LOGISTIC', 'LOG_SOFTMAX', 'MAXIMUM', 'MAX_POOL_2D', 'MEAN', 'MINIMUM', 'MIRROR_PAD', 'MUL', 'NEG', 'NOT_EQUAL', 'PACK', 'PAD', 'PADV2', 'PRELU', 'QUANTIZE', 'READ_VARIABLE', 'REDUCE_MAX', 'REDUCE_MIN', 'RELU', 'RELU6', 'RELU_0_TO_1', 'RELU_N1_TO_1', 'RESHAPE', 'RESIZE_BILINEAR', 'RESIZE_NEAREST_NEIGHBOR', 'ROUND', 'RSQRT', 'SELECT_V2', 'SHAPE', 'SIN', 'SLICE', 'SOFTMAX', 'SPACE_TO_BATCH_ND', 'SPACE_TO_DEPTH', 'SPLIT', 'SPLIT_V', 'SQRT', 'SQUARE', 'SQUARED_DIFFERENCE', 'SQUEEZE', 'STRIDED_SLICE', 'SUB', 'SVDF', 'TANH', 'TRANSPOSE', 'TRANSPOSE_CONV', 'UNIDIRECTIONAL_SEQUENCE_LSTM', 'UNPACK', 'VAR_HANDLE', 'WHILE', 'ZEROS_LIKE'], 'possibly_supported_upstream_tflm': [], 'unsupported_in_reference': ['GELU', 'REDUCE_PROD']}, 'qat': {'status': 'failed', 'full_integer_io': True, 'tflm_compatible': False, 'compatibility_scope': 'micro_mutable_main', 'unsupported_ops_micro_mutable': ['GELU', 'REDUCE_PROD'], 'unsupported_ops': ['GELU', 'REDUCE_PROD'], 'unsupported_ops_profile': ['GELU', 'REDUCE_PROD'], 'allowed_ops_profile': 'micro_mutable_main', 'allowed_ops_used': ['ADD', 'ARG_MAX', 'ARG_MIN', 'AVERAGE_POOL_2D', 'BATCH_MATMUL', 'BATCH_TO_SPACE_ND', 'CAST', 'CEIL', 'CIRCULAR_BUFFER', 'CONCATENATION', 'CONV_2D', 'COS', 'CUMSUM', 'DEPTHWISE_CONV_2D', 'DEPTH_TO_SPACE', 'DEQUANTIZE', 'DIV', 'ELU', 'EQUAL', 'ETHOSU', 'EXP', 'EXPAND_DIMS', 'FILL', 'FLOOR', 'FLOOR_DIV', 'FLOOR_MOD', 'FULLY_CONNECTED', 'GATHER', 'GATHER_ND', 'GREATER', 'GREATER_EQUAL', 'HARD_SWISH', 'IF', 'L2_NORMALIZATION', 'L2_POOL_2D', 'LEAKY_RELU', 'LESS', 'LESS_EQUAL', 'LOG', 'LOGICAL_AND', 'LOGICAL_NOT', 'LOGICAL_OR', 'LOGISTIC', 'LOG_SOFTMAX', 'MAXIMUM', 'MAX_POOL_2D', 'MEAN', 'MINIMUM', 'MIRROR_PAD', 'MUL', 'NEG', 'NOT_EQUAL', 'PACK', 'PAD', 'PADV2', 'PRELU', 'QUANTIZE', 'READ_VARIABLE', 'REDUCE_MAX', 'REDUCE_MIN', 'RELU', 'RELU6', 'RELU_0_TO_1', 'RELU_N1_TO_1', 'RESHAPE', 'RESIZE_BILINEAR', 'RESIZE_NEAREST_NEIGHBOR', 'ROUND', 'RSQRT', 'SELECT_V2', 'SHAPE', 'SIN', 'SLICE', 'SOFTMAX', 'SPACE_TO_BATCH_ND', 'SPACE_TO_DEPTH', 'SPLIT', 'SPLIT_V', 'SQRT', 'SQUARE', 'SQUARED_DIFFERENCE', 'SQUEEZE', 'STRIDED_SLICE', 'SUB', 'SVDF', 'TANH', 'TRANSPOSE', 'TRANSPOSE_CONV', 'UNIDIRECTIONAL_SEQUENCE_LSTM', 'UNPACK', 'VAR_HANDLE', 'WHILE', 'ZEROS_LIKE'], 'possibly_supported_upstream_tflm': [], 'unsupported_in_reference': ['GELU', 'REDUCE_PROD']}}",,,,/home/dellio/github/har-mcu/reports/xtinyhar/xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/reports/xtinyhar/ptq_xtinyhar_student_conv2d_wisdm_r0_T200_Prandom_stratified.json,/home/dellio/github/har-mcu/reports/xtinyhar/qat_xtinyhar_student_conv2d_wisdm_r0_T200_Prandom_stratified.json,/home/dellio/github/har-mcu/reports/xtinyhar/ptq_export_xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/reports/xtinyhar/qat_export_xtinyhar_student_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/reports/xtinyhar/artifacts/xtinyhar_xtinyhar_student_conv2d_random_stratified_wisdm_r0.json
