experiment_id,model_variant,data_source,train_domain,eval_domain,sample_rate_hz,target_sample_rate_hz,downsample,window_size_samples,window_duration_seconds,overlap,unit_mode,normalization_mode,inference_norm_applied,split_protocol,transfer_mode,seed,fp32_accuracy,fp32_macro_f1,ptq_accuracy,ptq_macro_f1,qat_accuracy,qat_macro_f1,model_size_kb,latency_mean_ms,latency_median_ms,latency_p95_ms,deploy_gate_status,notes
E10_arduino_from_scratch,deepconv_lstm_conv2d,arduino,arduino,arduino,20.0,20.0,False,100,5.0,0.5,raw_no_conversion,train_zscore,True,random_stratified,arduino_from_scratch,42,0.9867256637168141,0.9867292080185682,0.9424778761061947,0.9438209755706034,0.3381795195954488,0.31235392168815374,136.921875,4.251018742188251,4.24161599994477,4.288297499897453,ptq=ok;qat=ok,run_id=E10_deepconv_lstm_r0; fp32_tflite=ok; ptq=ok; qat=ok; Train from scratch on Arduino train split and evaluate untouched Arduino test split.
