experiment_id,model_variant,data_source,train_domain,eval_domain,sample_rate_hz,target_sample_rate_hz,downsample,window_size_samples,window_duration_seconds,overlap,unit_mode,normalization_mode,inference_norm_applied,split_protocol,transfer_mode,seed,fp32_accuracy,fp32_macro_f1,ptq_accuracy,ptq_macro_f1,qat_accuracy,qat_macro_f1,model_size_kb,latency_mean_ms,latency_median_ms,latency_p95_ms,fp32_accuracy_wisdm_test,fp32_macro_f1_wisdm_test,fp32_accuracy_arduino_test,fp32_macro_f1_arduino_test,ptq_accuracy_wisdm_test,ptq_macro_f1_wisdm_test,ptq_accuracy_arduino_test,ptq_macro_f1_arduino_test,qat_accuracy_wisdm_test,qat_macro_f1_wisdm_test,qat_accuracy_arduino_test,qat_macro_f1_arduino_test,deploy_gate_status,notes
E00_wisdm_m2_anchor,daghero_cnn_2layer_conv2d,wisdm,wisdm,wisdm,20.0,20.0,False,100,5.0,0.5,raw_no_conversion,train_zscore,True,random_stratified,source_only,42,0.9922446590576529,0.9894639736959916,0.99195200468247,0.9892684421310998,0.9934152765583846,0.9907973930721491,26.1328125,0.07732088672041115,0.07530650000830974,0.09158225000760467,0.9922446590576529,0.9894639736959916,,,0.99195200468247,0.9892684421310998,,,0.9934152765583846,0.9907973930721491,,,ptq=ok;qat=ok,run_id=E00_daghero_cnn_2layer_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; M3 WISDM M2 anchor.
