acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
-0.0521240234375,0.058990478515625,0.17474365234375,-0.004058837890625,0.00067138671875,-6.103515625e-05
-0.0435638427734375,0.0655975341796875,0.205596923828125,-0.0058135986328125,-0.0016021728515625,0.002410888671875
-0.046844482421875,0.10028076171875,0.19683837890625,-0.01312255859375,-0.00164794921875,0.005584716796875
-0.065216064453125,0.0936126708984375,0.2137908935546875,-0.0113677978515625,-0.0026092529296875,0.0058135986328125
-0.044464111328125,0.10516357421875,0.224212646484375,-0.009674072265625,-0.00238037109375,0.0054931640625
-0.0503997802734375,0.0941162109375,0.2157440185546875,-0.01104736328125,-0.001739501953125,0.005157470703125
-0.047576904296874965,0.08694458007812507,0.22268676757812503,-0.006835937500000004,-0.0033874511718750004,0.00537109375
-0.03373718261718751,0.1167755126953125,0.22198486328125,-0.012145996093750003,-0.002197265624999999,0.005004882812499999
-0.051727294921875,0.088653564453125,0.20263671875,-0.011260986328125,-0.0035400390625,0.003753662109375
-0.04290771484375,0.08074951171875,0.2032012939453125,-0.010498046875,-0.00567626953125,0.00408935546875
-0.05126953125,0.085113525390625,0.214630126953125,-0.014495849609375,-0.00592041015625,0.005279541015625
-0.0596160888671875,0.093780517578125,0.249298095703125,-0.014373779296875,-0.004150390625,0.0066986083984375
-0.09759521484374999,0.15438842773437503,0.3084411621093752,-0.008605957031249944,0.00048828124999999984,0.006591796875000001
-0.0249786376953125,0.071136474609375,0.294921875,-0.007965087890625,0.0081024169921875,0.0187225341796875
-0.10821533203125,0.048797607421875,0.1719970703125,-0.02020263671875,-0.00616455078125,0.026519775390625
-0.1344146728515625,0.231353759765625,0.2254638671875,-0.044769287109375,-0.0249481201171875,0.0348968505859375
-0.178192138671875,0.22833251953125,0.19830322265625,-0.00579833984375,-0.036041259765625,0.01507568359375
-0.16247558593750006,0.02993774414062496,0.12428283691406238,-0.021026611328124997,-0.027160644531249993,0.011123657226562514
-0.1829833984375,0.0804443359375,0.083251953125,-0.032196044921875,-0.0218505859375,0.01983642578125
-0.13880920410156242,0.22338867187500014,0.09898376464843757,-0.04690551757812499,-0.01057434082031249,0.019699096679687483

-0.051727294921875,0.088653564453125,0.20263671875,-0.011260986328125,-0.0035400390625,0.003753662109375
-0.04290771484375,0.08074951171875,0.2032012939453125,-0.010498046875,-0.00567626953125,0.00408935546875
-0.05126953125,0.085113525390625,0.214630126953125,-0.014495849609375,-0.00592041015625,0.005279541015625
-0.0596160888671875,0.093780517578125,0.249298095703125,-0.014373779296875,-0.004150390625,0.0066986083984375
-0.09759521484374999,0.15438842773437503,0.3084411621093752,-0.008605957031249944,0.00048828124999999984,0.006591796875000001
-0.0249786376953125,0.071136474609375,0.294921875,-0.007965087890625,0.0081024169921875,0.0187225341796875
-0.10821533203125,0.048797607421875,0.1719970703125,-0.02020263671875,-0.00616455078125,0.026519775390625
-0.1344146728515625,0.231353759765625,0.2254638671875,-0.044769287109375,-0.0249481201171875,0.0348968505859375
-0.178192138671875,0.22833251953125,0.19830322265625,-0.00579833984375,-0.036041259765625,0.01507568359375
-0.16247558593750006,0.02993774414062496,0.12428283691406238,-0.021026611328124997,-0.027160644531249993,0.011123657226562514
-0.1829833984375,0.0804443359375,0.083251953125,-0.032196044921875,-0.0218505859375,0.01983642578125
-0.13880920410156242,0.22338867187500014,0.09898376464843757,-0.04690551757812499,-0.01057434082031249,0.019699096679687483
-0.092559814453125,0.263580322265625,0.13568115234375,-0.031280517578125,-0.014129638671875,0.009490966796875
-0.085479736328125,0.2426300048828125,0.1179656982421875,-0.023193359375,-0.02178955078125,0.002166748046875
-0.10382080078125,0.17840576171875,0.11029052734375,-0.00616455078125,-0.037261962890625,0.00360107421875
-0.14199829101562506,0.13661193847656244,0.09757995605468746,-0.003067016601562506,-0.038482666015624986,0.009048461914062514
-0.2062988281249999,0.09475708007812536,0.07412719726562494,-0.012237548828125057,-0.020172119140624986,0.01824951171875
-0.177276611328125,0.1569976806640625,0.074310302734375,-0.0157318115234375,-0.0266265869140625,0.0094451904296875
-0.157501220703125,0.150665283203125,0.09210205078125,-0.01348876953125,-0.03314208984375,0.002349853515625
-0.14129638671875,0.172332763671875,0.1037445068359375,-0.0158233642578125,-0.0285797119140625,-0.00164794921875

-0.178192138671875,0.22833251953125,0.19830322265625,-0.00579833984375,-0.036041259765625,0.01507568359375
-0.16247558593750006,0.02993774414062496,0.12428283691406238,-0.021026611328124997,-0.027160644531249993,0.011123657226562514
-0.1829833984375,0.0804443359375,0.083251953125,-0.032196044921875,-0.0218505859375,0.01983642578125
-0.13880920410156242,0.22338867187500014,0.09898376464843757,-0.04690551757812499,-0.01057434082031249,0.019699096679687483
-0.092559814453125,0.263580322265625,0.13568115234375,-0.031280517578125,-0.014129638671875,0.009490966796875
-0.085479736328125,0.2426300048828125,0.1179656982421875,-0.023193359375,-0.02178955078125,0.002166748046875
-0.10382080078125,0.17840576171875,0.11029052734375,-0.00616455078125,-0.037261962890625,0.00360107421875
-0.14199829101562506,0.13661193847656244,0.09757995605468746,-0.003067016601562506,-0.038482666015624986,0.009048461914062514
-0.2062988281249999,0.09475708007812536,0.07412719726562494,-0.012237548828125057,-0.020172119140624986,0.01824951171875
-0.177276611328125,0.1569976806640625,0.074310302734375,-0.0157318115234375,-0.0266265869140625,0.0094451904296875
-0.157501220703125,0.150665283203125,0.09210205078125,-0.01348876953125,-0.03314208984375,0.002349853515625
-0.14129638671875,0.172332763671875,0.1037445068359375,-0.0158233642578125,-0.0285797119140625,-0.00164794921875
-0.1572265625,0.128204345703125,0.093475341796875,-0.010162353515625,-0.023040771484375,-0.006134033203125
-0.1499481201171876,0.11007690429687508,0.1180877685546876,-0.01315307617187502,-0.02352905273437498,-0.006042480468749988
