acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z
-0.136688232421875,0.152618408203125,0.09832763671875,-0.014892578125,-0.006500244140625,0.00909423828125
-0.1334075927734375,0.1530303955078125,0.0888671875,-0.012603759765625,-0.0077056884765625,0.0078125
-0.13116455078125,0.1392822265625,0.084381103515625,-0.00848388671875,-0.004791259765625,0.006195068359375
-0.1670684814453125,0.1439056396484375,0.11492919921875,-0.0090484619140625,-0.005279541015625,0.005401611328125
-0.13861083984375,0.111480712890625,0.100494384765625,-0.00982666015625,-0.002227783203125,0.005462646484375
-0.13311767578125,0.115936279296875,0.0726776123046875,-0.006500244140625,0.0022430419921875,0.0068511962890625
-0.142425537109375,0.13317871093749997,0.067779541015625,-0.0017089843749999985,0.0012512207031249967,0.0043640136718749965
-0.12951660156249997,0.1142730712890625,0.061004638671874986,-0.0023498535156250035,0.0005798339843750018,-1.2468324983583301e-18
-0.141387939453125,0.10638427734375,0.1351318359375,-0.015106201171875,-0.00140380859375,0.002960205078125
-0.1311492919921875,0.07879638671875,0.164398193359375,-0.020050048828125,0.0051727294921875,0.006500244140625
-0.20794677734375,0.080810546875,0.083709716796875,-0.010040283203125,0.001129150390625,0.00592041015625
-0.1769561767578125,0.2971343994140625,-0.1027069091796875,-0.0035552978515625,-0.0206756591796875,-0.011566162109375
-0.12493896484375018,0.2730712890624997,0.06964111328124983,-7.233661369551719e-17,-0.012634277343749941,-0.020233154296874917
-0.2878875732421875,0.3993988037109375,0.2600555419921875,-0.05938720703125,0.0032196044921875,-0.0028076171875000004
-0.715179443359375,0.540313720703125,0.385589599609375,0.081268310546875,0.02703857421875,0.02532958984375
-0.13201904296875,-0.014892578125,-0.1776580810546875,0.0223846435546875,0.0578155517578125,-0.0012359619140625
-0.2047119140625,0.077117919921875,0.0615234375,-0.00604248046875,-0.015960693359375,0.006683349609375
-0.11320495605468754,0.2124023437500003,0.0598754882812499,-0.02314758300781257,-0.01678466796874999,0.012573242187500005
-0.123046875,0.118865966796875,0.1854248046875,-0.0301513671875,-0.02825927734375,0.007110595703125
-0.183685302734375,0.10379028320312533,0.15655517578124997,-0.0218963623046875,-0.006698608398437479,0.016510009765625007

-0.141387939453125,0.10638427734375,0.1351318359375,-0.015106201171875,-0.00140380859375,0.002960205078125
-0.1311492919921875,0.07879638671875,0.164398193359375,-0.020050048828125,0.0051727294921875,0.006500244140625
-0.20794677734375,0.080810546875,0.083709716796875,-0.010040283203125,0.001129150390625,0.00592041015625
-0.1769561767578125,0.2971343994140625,-0.1027069091796875,-0.0035552978515625,-0.0206756591796875,-0.011566162109375
-0.12493896484375018,0.2730712890624997,0.06964111328124983,-7.233661369551719e-17,-0.012634277343749941,-0.020233154296874917
-0.2878875732421875,0.3993988037109375,0.2600555419921875,-0.05938720703125,0.0032196044921875,-0.0028076171875000004
-0.715179443359375,0.540313720703125,0.385589599609375,0.081268310546875,0.02703857421875,0.02532958984375
-0.13201904296875,-0.014892578125,-0.1776580810546875,0.0223846435546875,0.0578155517578125,-0.0012359619140625
-0.2047119140625,0.077117919921875,0.0615234375,-0.00604248046875,-0.015960693359375,0.006683349609375
-0.11320495605468754,0.2124023437500003,0.0598754882812499,-0.02314758300781257,-0.01678466796874999,0.012573242187500005
-0.123046875,0.118865966796875,0.1854248046875,-0.0301513671875,-0.02825927734375,0.007110595703125
-0.183685302734375,0.10379028320312533,0.15655517578124997,-0.0218963623046875,-0.006698608398437479,0.016510009765625007
-0.078094482421875,0.31121826171875,-0.0521240234375,-0.03240966796875,0.002593994140625,0.011810302734375
-0.1206512451171875,0.175994873046875,0.060302734375,-0.0128173828125,0.0208740234375,0.0076904296875
-0.08660888671875,0.225250244140625,0.058990478515625,0.013519287109375,0.011688232421875,0.00738525390625
-0.1005096435546882,0.20091247558593722,0.049072265624999625,0.011032104492187613,0.018112182617187427,0.008407592773437505
-0.18789672851562453,0.12796020507812536,0.07254028320312493,0.005615234374999971,0.030242919921875035,0.009643554687500014
-0.10748291015625,0.2051849365234375,0.07904052734375,0.0082244873046875,0.038543701171875,0.013580322265625
-0.07159423828125,0.277984619140625,0.13311767578125,0.013031005859375,0.0439453125,0.004730224609375
-0.0610198974609375,0.2413177490234375,0.1121673583984375,0.0375823974609375,0.03497314453125,-0.003021240234375

-0.2047119140625,0.077117919921875,0.0615234375,-0.00604248046875,-0.015960693359375,0.006683349609375
-0.11320495605468754,0.2124023437500003,0.0598754882812499,-0.02314758300781257,-0.01678466796874999,0.012573242187500005
-0.123046875,0.118865966796875,0.1854248046875,-0.0301513671875,-0.02825927734375,0.007110595703125
-0.183685302734375,0.10379028320312533,0.15655517578124997,-0.0218963623046875,-0.006698608398437479,0.016510009765625007
-0.078094482421875,0.31121826171875,-0.0521240234375,-0.03240966796875,0.002593994140625,0.011810302734375
