experiment_id,model_variant,data_source,train_domain,eval_domain,sample_rate_hz,target_sample_rate_hz,downsample,window_size_samples,window_duration_seconds,overlap,unit_mode,normalization_mode,inference_norm_applied,split_protocol,transfer_mode,seed,fp32_accuracy,fp32_macro_f1,ptq_accuracy,ptq_macro_f1,qat_accuracy,qat_macro_f1,model_size_kb,latency_mean_ms,latency_median_ms,latency_p95_ms,fp32_accuracy_wisdm_test,fp32_macro_f1_wisdm_test,fp32_accuracy_arduino_test,fp32_macro_f1_arduino_test,ptq_accuracy_wisdm_test,ptq_macro_f1_wisdm_test,ptq_accuracy_arduino_test,ptq_macro_f1_arduino_test,qat_accuracy_wisdm_test,qat_macro_f1_wisdm_test,qat_accuracy_arduino_test,qat_macro_f1_arduino_test,deploy_gate_status,notes
E00_wisdm_m2_anchor,daghero_cnn_2layer_conv2d,wisdm,wisdm,wisdm,20.0,20.0,False,100,5.0,0.5,raw_no_conversion,train_zscore,True,random_stratified,source_only,42,0.9784899034240562,0.9663865412918953,0.9768803043605502,0.9636125913642896,0.9841966637401229,0.9752435905012206,26.1328125,0.07794159765583952,0.0754710000023806,0.09277125000295428,0.9784899034240562,0.9663865412918953,,,0.9768803043605502,0.9636125913642896,,,0.9841966637401229,0.9752435905012206,,,ptq=ok;qat=ok,run_id=E00_daghero_cnn_2layer_conv2d_r0; fp32_tflite=ok; ptq=ok; qat=ok; M3 WISDM M2 anchor.
