paper_slug,protocol,variant,run_id,window_size,seed,compression_focus,run_mode,train_device,eval_fp32_device,ptq_device,eval_ptq_device,qat_device,eval_qat_device,fp32_training_time_sec,qat_training_time_sec,accuracy,macro_f1,ptq_status,qat_status,ptq_accuracy,ptq_macro_f1,qat_accuracy,qat_macro_f1,ptq_model_size_kb,qat_model_size_kb,model_size_kb,ptq_inference_latency_ms_median,ptq_inference_latency_ms_p95,qat_inference_latency_ms_median,qat_inference_latency_ms_p95,fp32_history_json,qat_history_json,fp32_curve_png,qat_curve_png,fp32_confusion_plot,ptq_confusion_plot,qat_confusion_plot,deploy_gate,paper_target_score,delta_vs_paper,notes_assumptions,fp32_metrics_json,ptq_metrics_json,qat_metrics_json,ptq_report_json,qat_report_json,run_artifact_json
tcn_inception,random_stratified,tcn_inception_conv2d,wisdm_r0,200,42,ptq_qat_only,sanity_check,gpu,gpu,gpu,gpu,cpu,cpu,142.00669610800105,396.7857247549982,0.9975698663426489,0.9945519854715686,failed,failed,0.99726609963548,0.9940333615087802,0.99726609963548,0.9941675641266796,379.4453125,384.8125,379.4453125,3.2715040069888346,3.503381503833225,3.4041519975289702,3.479932747723069,/home/dellio/github/har-mcu/checkpoints/history_tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/checkpoints/history_tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0_qat.json,/home/dellio/github/har-mcu/reports/tcn_inception/curve_fp32_tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0.png,/home/dellio/github/har-mcu/reports/tcn_inception/curve_qat_tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0.png,/home/dellio/github/har-mcu/reports/tcn_inception/confusion_tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0.png,/home/dellio/github/har-mcu/reports/tcn_inception/confusion_ptq_tcn_inception_conv2d_wisdm_r0_T200_Prandom_stratified.png,/home/dellio/github/har-mcu/reports/tcn_inception/confusion_qat_tcn_inception_conv2d_wisdm_r0_T200_Prandom_stratified.png,"{'ptq': {'status': 'failed', 'full_integer_io': True, 'tflm_compatible': False, 'unsupported_ops': ['BATCH_TO_SPACE_ND', 'CONCATENATION', 'MAX_POOL_2D', 'MEAN', 'PAD', 'SPACE_TO_BATCH_ND']}, 'qat': {'status': 'failed', 'full_integer_io': True, 'tflm_compatible': False, 'unsupported_ops': ['BATCH_TO_SPACE_ND', 'CONCATENATION', 'MAX_POOL_2D', 'MEAN', 'PAD', 'SPACE_TO_BATCH_ND']}}",,,,/home/dellio/github/har-mcu/reports/tcn_inception/tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/reports/tcn_inception/ptq_tcn_inception_conv2d_wisdm_r0_T200_Prandom_stratified.json,/home/dellio/github/har-mcu/reports/tcn_inception/qat_tcn_inception_conv2d_wisdm_r0_T200_Prandom_stratified.json,/home/dellio/github/har-mcu/reports/tcn_inception/ptq_export_tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/reports/tcn_inception/qat_export_tcn_inception_conv2d_T200_Prandom_stratified_wisdm_r0.json,/home/dellio/github/har-mcu/reports/tcn_inception/artifacts/tcn_inception_tcn_inception_conv2d_random_stratified_wisdm_r0.json
