user,activity,timestamp,x-axis,y-axis,z-axis
layth,Jogging,4991922345000,-8.735244757080078,4.599261389160156,1.917755529785156
layth,Jogging,4991972345000,-8.66940421142578,4.534617944335937,1.9800047729492187
layth,Jogging,4992022345000,-8.597578161621094,4.44363828125,2.0159177978515626
layth,Jogging,4992072345000,-7.933187200927734,4.587290380859375,1.868674395751953
layth,Jogging,4992122345000,-8.88009395751953,4.3251252990722655,1.8662801940917968
layth,Jogging,4992172345000,-8.463502868652343,4.327519500732421,2.2062568298339844
layth,Jogging,4992222345000,-8.008604553222655,4.450820886230469,2.1404162841796874
layth,Jogging,4992272345000,-8.28034644165039,4.627991809082031,2.299630694580078
layth,Jogging,4992322345000,-8.264784130859374,5.103240838623047,2.3774422485351563
layth,Jogging,4992372345000,-8.218097198486328,5.252878442382812,2.454056701660156
layth,Jogging,4992422345000,-8.506598498535157,5.498284112548828,2.5917232971191404
layth,Jogging,4992472345000,-8.281543542480469,5.665878228759765,2.5450363647460934
layth,Jogging,4992522345000,-8.027758166503906,5.646724615478515,2.653972540283203
layth,Jogging,4992572345000,-7.262810736083984,5.856217260742187,2.683900061035156
layth,Jogging,4992622345000,-7.581239556884765,5.485116003417969,2.2948422912597657
layth,Jogging,4992672345000,-7.825448126220703,5.617994195556641,2.194285821533203
layth,Jogging,4992722345000,-7.681796026611328,5.864596966552734,2.2182278381347653
layth,Jogging,4992772345000,-7.665036614990234,6.0908490234374995,2.3810335510253906
layth,Jogging,4992822345000,-7.9643118225097655,5.979518646240234,2.079364141845703
layth,Jogging,4992872345000,-7.0832456115722655,6.194996795654297,2.1787235107421874
layth,Jogging,4992922345000,-7.764395983886718,6.609193682861328,3.162740393066406
layth,Jogging,4992972345000,-7.958326318359375,6.855796453857422,3.394977954101562
layth,Jogging,4993022345000,-7.2915411560058585,7.24605132446289,3.6942531616210936
layth,Jogging,4993072345000,-6.402095239257812,5.682637640380859,3.7481226989746093
layth,Jogging,4993122345000,-7.194575988769531,5.5820811706542965,3.1268273681640624
layth,Jogging,4993172345000,-6.787561706542968,5.322310290527343,2.886210101318359
layth,Jogging,4993222345000,-6.528987927246093,4.945223529052734,2.6910826660156246
layth,Jogging,4993272345000,-6.362590911865234,5.068524914550781,2.574963885498047
layth,Jogging,4993322345000,-6.354211206054687,5.2265422241210935,2.47081611328125
layth,Jogging,4993372345000,-6.303932971191406,6.253654736328125,2.7257985900878903
layth,Jogging,4993422345000,-6.0333881835937495,6.472724188232421,2.7353753967285153
layth,Jogging,4993472345000,-5.950788226318359,6.551732843017578,2.77727392578125
layth,Jogging,4993522345000,-6.035782385253906,6.621164691162109,3.257311358642578
layth,Jogging,4993572345000,-6.025008477783203,6.381744525146484,4.02824429321289
layth,Jogging,4993622345000,-5.767631799316406,6.537367633056641,4.204218115234375
layth,Jogging,4993672345000,-5.637147808837891,6.440402465820312,4.903325
layth,Jogging,4993722345000,-6.337451794433593,6.066907006835937,5.389347937011719
layth,Jogging,4993772345000,-6.764816790771484,6.477512591552734,5.442020373535156
layth,Jogging,4993822345000,-7.025784771728516,7.072471704101562,5.4515971801757805
layth,Jogging,4993872345000,-7.557297540283202,9.560047229003906,5.386953735351562
layth,Jogging,4993922345000,-6.433219860839843,7.247248425292969,3.584119885253906
layth,Jogging,4993972345000,-6.912060192871094,6.226121417236328,3.8007951354980465
layth,Jogging,4994022345000,-6.9360022094726554,5.181052392578125,4.2317514343261715
layth,Jogging,4994072345000,-7.280767248535156,3.575740179443359,4.617217901611328
layth,Jogging,4994122345000,-7.906850982666016,3.2525229553222657,4.620809204101562
layth,Jogging,4994172345000,-8.078036401367187,2.941276739501953,4.346673114013671
layth,Jogging,4994222345000,-7.728482958984374,2.6791116577148437,3.6284126159667967
layth,Jogging,4994272345000,-7.205349896240234,3.0609868225097654,2.6515783386230467
layth,Jogging,4994322345000,-6.664260321044922,3.028665100097656,2.136824981689453
layth,Jogging,4994372345000,-5.154716174316406,3.4296938781738278,-0.7936778503417968
layth,Jogging,4994422345000,-4.753687396240234,3.326743206787109,-1.4532804077148436
layth,Jogging,4994472345000,-4.388571643066406,3.2824504760742186,-1.6268600280761718
layth,Jogging,4994522345000,-1.0953472595214844,1.1360486877441405,-1.4185644836425781
layth,Jogging,4994572345000,-0.33758243408203126,0.7757213378906249,0.74699091796875
layth,Jogging,4994622345000,-2.8898014038085935,3.1651345947265623,4.442441180419921
layth,Jogging,4994672345000,-15.471331127929687,18.825607653808593,1.7812860351562498
layth,Jogging,4994722345000,-13.17050333251953,9.883264453125,0.15322890625
layth,Jogging,4994772345000,-12.794613671875,0.36152445068359373,3.3590649291992185
layth,Jogging,4994822345000,-5.852625958251953,-7.428010650634765,-2.9951462768554684
layth,Jogging,4994872345000,-6.084863519287109,1.868674395751953,-4.946420629882812
layth,Jogging,4994922345000,-12.284648718261717,6.643909606933593,-3.421314172363281
layth,Jogging,4994972345000,-9.832986218261718,0.07900865478515624,1.9955670837402342
layth,Jogging,4995022345000,-11.566388220214844,-0.8571241943359375,0.020350714111328123
layth,Jogging,4995072345000,-10.90439146118164,0.6476315490722656,-2.0757728393554684
layth,Jogging,4995122345000,-12.064382165527343,0.3435679382324219,-2.6288334228515624
layth,Jogging,4995172345000,-12.88439623413086,5.025429284667968,-2.2744915771484373
layth,Jogging,4995222345000,-16.364368347167968,20.95285582885742,-3.0825346374511717
layth,Jogging,4995272345000,-14.331691137695312,16.606182714843747,1.0319009155273438
layth,Jogging,4995322345000,-10.703278521728516,10.49498297729492,3.4644098022460934
layth,Jogging,4995372345000,-9.253589416503905,15.223531256103515,8.875305554199219
layth,Jogging,4995422345000,-8.832209924316405,8.623914379882812,5.351040710449219
layth,Jogging,4995472345000,-8.719682446289061,5.050568402099609,0.4800374328613281
layth,Jogging,4995522345000,-5.840654949951172,5.436034869384765,6.793547210693359
layth,Jogging,4995572345000,-4.367023828124999,8.119934930419921,9.095572106933593
layth,Jogging,4995622345000,-2.376245147705078,7.244854223632812,5.574898565673828
layth,Jogging,4995672345000,0.22505495605468748,3.4919431213378904,1.7322049011230467
layth,Jogging,4995722345000,1.2629413757324217,3.746925598144531,-0.07062894897460938
layth,Jogging,4995772345000,-0.6093243225097655,4.404133953857421,0.12210428466796874
layth,Jogging,4995822345000,-1.618480322265625,5.315127685546875,3.9743747558593747
layth,Jogging,4995872345000,-6.579266162109374,4.129997863769531,-0.16759411621093748
layth,Jogging,4995922345000,-18.453309295654297,11.116278308105468,3.689464758300781
layth,Jogging,4995972345000,-23.892935467529295,5.628768103027343,2.7473464050292966
layth,Jogging,4996022345000,-28.58317651977539,1.2569558715820313,-1.20667763671875
layth,Jogging,4996072345000,-22.221782708740232,2.4349030883789062,-0.26336218261718747
layth,Jogging,4996122345000,-13.219584466552734,3.890577697753906,1.5705962890624998
layth,Jogging,4996172345000,-13.109451190185545,7.273584643554687,3.327940307617187
layth,Jogging,4996222345000,-15.343241339111326,14.137760803222655,6.260837341308593
layth,Jogging,4996272345000,-12.218808172607421,16.747440612792968,3.508702532958984
layth,Jogging,4996322345000,-11.67652149658203,17.183185314941404,4.048595007324218
layth,Jogging,4996372345000,-11.067197174072264,7.900865478515625,3.248931652832031
layth,Jogging,4996422345000,-7.3094976684570305,0.9636661682128905,1.8339584716796873
layth,Jogging,4996472345000,-5.327098693847656,-0.46686932373046874,1.0139444030761717
layth,Jogging,4996522345000,-4.491522314453125,-2.6587609436035153,-0.23223756103515625
layth,Jogging,4996572345000,-3.737348791503906,-4.825513446044922,-1.3000515014648437
layth,Jogging,4996622345000,-3.005920184326172,-5.555744952392578,-2.627636322021484
layth,Jogging,4996672345000,-0.8391676818847655,-6.941987713623046,-5.371391424560547
layth,Jogging,4996722345000,0.958877764892578,-6.356605407714843,-6.132747552490234
layth,Jogging,4996772345000,1.6160861206054686,-5.397727642822265,-5.176263989257812
layth,Jogging,4996822345000,2.2266075439453124,-3.24294614868164,1.120486376953125
layth,Jogging,4996872345000,1.092953057861328,3.2692823669433593,3.6667198425292966
layth,Jogging,4996922345000,-2.517503045654297,10.884040747070312,-7.3466077941894525
layth,Jogging,4996972345000,-0.7769184387207031,1.4867992309570313,-2.816778253173828
layth,Jogging,4997022345000,1.3239935180664062,-1.1923124267578125,-0.709880792236328
